"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&base_name=Trilobita&interval=Devonian&show=coords,timecompare"
"Access Time","Sat 2024-12-07 13:57:49 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Trilobita"
"","interval","Devonian"
"","timerule","major"
"","taxon_status","all"
"","show","coords,timecompare"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","time_contain","time_major","time_buffer","time_overlap"
"48307","occ","","","3927","Lacunoporaspis sp.","genus","21229","","Lacunoporaspis","genus","21229","Early Emsian","","407.6","398.3","267","-128.544449","63.279167","Emsian","Emsian","Emsian","Emsian"
"48308","occ","","","3928","Ceratarges ? sp.","genus","19730","","Ceratarges","genus","19730","Early Emsian","","407.6","398.3","267","-128.544449","63.279167","Emsian","Emsian","Emsian","Emsian"
"48309","occ","","","3929","Phacops natlensis","species","490327","","Phacops natlensis","species","490327","Early Emsian","","407.6","398.3","267","-128.544449","63.279167","Emsian","Emsian","Emsian","Emsian"
"48310","occ","","","3929","Lacunoporaspis sp.","genus","21229","","Lacunoporaspis","genus","21229","Early Emsian","","407.6","398.3","267","-128.544449","63.279167","Emsian","Emsian","Emsian","Emsian"
"48312","occ","","","3931","Leonaspis sp.","genus","19814","","Leonaspis","genus","19814","Emsian","","407.6","393.3","267","-128.683334","63.104443","Emsian","Emsian","Emsian","Emsian"
"51207","occ","","","3949","Otarion (Otarionella) sp.","subgenus","491778","obsolete variant of","Otarionella","genus","21276","Late Emsian","Eifelian","398.3","387.7","272","-124.766670","62.533333","-","Eifelian","Emsian, Eifelian","Emsian, Eifelian"
"51238","occ","38383","","3954","Dianops n. sp. quizhouensis","species","437327","","Dianops quizhouensis","species","437327","Late Famennian","","365.3","358.9","65064","106.366669","25.733334","Famennian","Famennian","Famennian","Famennian"
"51239","occ","","","3954","Typhloproetus laevis","species","437325","","Typhloproetus laevis","species","437325","Late Famennian","","365.3","358.9","273","106.366669","25.733334","Famennian","Famennian","Famennian","Famennian"
"51240","occ","38382","","3954","Chaunoproetus n. sp. daihuanensis","species","437326","","Chaunoproetus daihuanensis","species","437326","Late Famennian","","365.3","358.9","65064","106.366669","25.733334","Famennian","Famennian","Famennian","Famennian"
"51252","occ","","","3958","Phacopidae indet.","family","56891","","Phacopidae","family","56891","Famennian","","372.2","358.9","273","118.199997","48.299999","Famennian","Famennian","Famennian","Famennian"
"51258","occ","41762","","3961","Omegops honggulelengensis","species","490051","","Omegops honggulelengensis","species","490051","Famennian","","372.2","358.9","88320","85.983330","46.583332","Famennian","Famennian","Famennian","Famennian"
"67960","occ","","","4833","Trilobita indet.","class","19100","","Trilobita","class","19100","Eifelian","","393.3","387.7","274","109.883331","24.066668","Eifelian","Eifelian","Eifelian","Eifelian"
"77151","occ","","","5619","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.645279","42.760555","Givetian","Givetian","Givetian","Givetian"
"77176","occ","","","5620","Greenops boothi","species","490510","","Greenops boothi","species","490509","Givetian","","387.7","382.7","347","-78.645279","42.760555","Givetian","Givetian","Givetian","Givetian"
"77182","occ","","","5620","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.645279","42.760555","Givetian","Givetian","Givetian","Givetian"
"77215","occ","","","5657","Greenops boothi","species","490510","","Greenops boothi","species","490509","Givetian","","387.7","382.7","347","-78.645279","42.760555","Givetian","Givetian","Givetian","Givetian"
"77216","occ","","","5657","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.645279","42.760555","Givetian","Givetian","Givetian","Givetian"
"77276","occ","","","5661","Greenops boothi","species","490510","","Greenops boothi","species","490509","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77277","occ","","","5661","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77312","occ","","","5664","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77337","occ","","","5665","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77348","occ","","","5665","Greenops boothi","species","490510","","Greenops boothi","species","490509","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77835","occ","","","5666","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.791664","42.783333","Givetian","Givetian","Givetian","Givetian"
"77858","occ","","","5667","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.847221","42.797222","Givetian","Givetian","Givetian","Givetian"
"77884","occ","","","5668","Greenops boothi","species","490510","","Greenops boothi","species","490509","Givetian","","387.7","382.7","347","-78.847221","42.797222","Givetian","Givetian","Givetian","Givetian"
"77885","occ","","","5668","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.847221","42.797222","Givetian","Givetian","Givetian","Givetian"
"77902","occ","","","5669","Phacops rana","species","190458","recombined as","Eldredgeops rana","species","190457","Givetian","","387.7","382.7","347","-78.847221","42.797222","Givetian","Givetian","Givetian","Givetian"
"78419","occ","","","5702","Anchiopsis sp.","genus","21443","","Anchiopsis","genus","21443","Middle Devonian","","393.3","382.7","350","-85.750000","38.500000","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"78423","occ","","","5706","Coronura aspectans","species","21502","species not entered","Coronura","genus","21502","Eifelian","","393.3","387.7","350","-85.750000","38.500000","Eifelian","Eifelian","Eifelian","Eifelian"
"78571","occ","37785","","5715","Warburgella hartensis","species","431659","recombined as","Warburgella (Rugulites) rugulosa hartensis","subspecies","431658","Lochkovian","","419.2","410.8","65064","-136.725006","65.633331","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"78934","occ","37786","","5743","Warburgella canadensis","species","431656","recombined as","Warburgella (Rugulites) rugulosa canadensis","subspecies","431655","Lochkovian","","419.2","410.8","65064","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"78938","occ","37787","","5744","Warburgella canadensis","species","431656","recombined as","Warburgella (Rugulites) rugulosa canadensis","subspecies","431655","Lochkovian","","419.2","410.8","65064","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"78943","occ","37788","","5745","Warburgella canadensis","species","431656","recombined as","Warburgella (Rugulites) rugulosa canadensis","subspecies","431655","Lochkovian","","419.2","410.8","65064","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"78948","occ","37789","","5746","Warburgella canadensis","species","431656","recombined as","Warburgella (Rugulites) rugulosa canadensis","subspecies","431655","Lochkovian","","419.2","410.8","65064","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"78952","occ","37790","","5747","Warburgella canadensis","species","431656","recombined as","Warburgella (Rugulites) rugulosa canadensis","subspecies","431655","Lochkovian","","419.2","410.8","65064","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"79219","occ","","","5762","Warburgella (Anambon) n. sp. mackenziensis","species","430308","","Warburgella (Anambon) mackenziensis","species","430308","Lochkovian","","419.2","410.8","352","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"79227","occ","","","5765","Proetus (Coniproetus) whittakerensis","species","430309","","Proetus (Coniproetus) whittakerensis","species","430309","Lochkovian","","419.2","410.8","352","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"79231","occ","","","5766","Proetus (Coniproetus) whittakerensis","species","430309","","Proetus (Coniproetus) whittakerensis","species","430309","Lochkovian","","419.2","410.8","352","-124.783333","62.480556","Lochkovian","Lochkovian","Lochkovian","Lochkovian"
"79468","occ","","","5767","Scutellum flabelliferum","species","19684","species not entered","Scutellum","genus","19684","Early Givetian","","387.7","385.9","357","17.250000","49.566666","Givetian","Givetian","Givetian","Givetian"
"79469","occ","","","5767","Schizoproetus celechovicensis","species","468311","","Schizoproetus celechovicensis","species","468310","Early Givetian","","387.7","385.9","357","17.250000","49.566666","Givetian","Givetian","Givetian","Givetian"
"79470","occ","","","5767","Dechenella rittbergensis","species","467993","","Dechenella rittbergensis","species","467993","Early Givetian","","387.7","385.9","357","17.250000","49.566666","Givetian","Givetian","Givetian","Givetian"
"79471","occ","","","5767","Otarion ceratophthalmoides","species","490505","recombined as","Cyphaspis ceratophthalmoides","species","490499","Early Givetian","","387.7","385.9","357","17.250000","49.566666","Givetian","Givetian","Givetian","Givetian"
"79472","occ","","","5767","Proetus moravicus","species","430952","recombined as","Dohmiella moravica","species","430952","Early Givetian","","387.7","385.9","357","17.250000","49.566666","Givetian","Givetian","Givetian","Givetian"
"79673","occ","","","5768","Thysanopeltis speciosa","species","491714","","Thysanopeltis speciosa","species","491714","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79674","occ","","","5768","Thysanopeltella sp.","genus","19703","","Thysanopeltella","genus","19703","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79675","occ","","","5768","Proetopeltis neglectus","species","431614","recombined as","Proetopeltis (Proetopeltis) neglecta","species","431613","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79676","occ","","","5768","Cornuproetus sp.","genus","21128","","Cornuproetus","genus","21128","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79677","occ","","","5768","Phaetonellus planicaudus","species","491942","","Phaetonellus planicaudus","species","491939","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79678","occ","","","5768","Benesovella strandi","species","468575","","Benesovella strandi","species","468575","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79679","occ","","","5768","Tropidocoryphe aff. pseudofilicostata","species","444253","","Tropidocoryphe pseudofilicostata","species","444253","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79680","occ","","","5768","Otarion couvinianum","species","21275","species not entered","Otarion","genus","21275","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79681","occ","","","5768","Otarionella sp.","genus","21276","","Otarionella","genus","21276","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79682","occ","","","5768","Cyphaspides sp.","genus","21133","","Cyphaspides","genus","21133","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79683","occ","","","5768","Aulacopleura bohemica","species","491711","","Aulacopleura bohemica","species","491710","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79684","occ","","","5768","Phacops cf. breviceps","species","490062","recombined as","Chotecops breviceps","species","490062","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79685","occ","","","5768","Leonaspis pigra","species","19814","species not entered","Leonaspis","genus","19814","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79686","occ","","","5768","Koneprusia cf. subterarmata","species","19812","species not entered","Koneprusia","genus","19812","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"79687","occ","","","5768","Harpes sp.","genus","20537","","Harpes","genus","20537","Eifelian","","393.3","387.7","358","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"80320","occ","","","5770","Schizoproetus celechovicensis","species","468311","","Schizoproetus celechovicensis","species","468310","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80321","occ","","","5770","Dechenella rittbergensis","species","467993","","Dechenella rittbergensis","species","467993","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80322","occ","","","5770","Gerastos (Longiproetus) moravicus","species","430954","recombined as","Dohmiella moravica","species","430952","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80323","occ","","","5770","Cyphaspis ceratophthalmoides","species","490499","","Cyphaspis ceratophthalmoides","species","490499","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80324","occ","","","5770","Scutellum flabelliferum","species","19684","species not entered","Scutellum","genus","19684","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80325","occ","","","5770","Ancyropyge sola","species","19483","species not entered","Ancyropyge","genus","19483","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"80326","occ","","","5770","Ancyropyge sp.","genus","19483","","Ancyropyge","genus","19483","Eifelian","Givetian","393.3","382.7","360","17.250000","49.566666","-","Eifelian","Eifelian, Givetian","Eifelian, Givetian"
"81896","occ","","","5865","Thysanopeltis speciosa","species","491714","","Thysanopeltis speciosa","species","491714","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81897","occ","","","5865","Thysanopeltis sp.","genus","19704","","Thysanopeltis","genus","19704","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81898","occ","","","5865","Proetus neglectus","species","431613","recombined as","Proetopeltis (Proetopeltis) neglecta","species","431613","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81899","occ","","","5865","Cornuproetus sp.","genus","21128","","Cornuproetus","genus","21128","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81900","occ","","","5865","Phaetonellus planicauda","species","491941","recombined as","Phaetonellus planicaudus","species","491939","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81901","occ","","","5865","Benesovella strandi","species","468575","","Benesovella strandi","species","468575","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81902","occ","","","5865","Tropidocoryphe aff. pseudofilicostata","species","444253","","Tropidocoryphe pseudofilicostata","species","444253","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81903","occ","","","5865","Otarion couvinianum","species","21275","species not entered","Otarion","genus","21275","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81904","occ","","","5865","Otarionella sp.","genus","21276","","Otarionella","genus","21276","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81905","occ","","","5865","Cyphaspides sp.","genus","21133","","Cyphaspides","genus","21133","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81906","occ","","","5865","Aulacopleura bohemica","species","491711","","Aulacopleura bohemica","species","491710","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81907","occ","","","5865","Phacops auspex","species","490064","recombined as","Chotecops auspex","species","490125","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
"81908","occ","","","5865","Leonaspis pigra","species","19814","species not entered","Leonaspis","genus","19814","Eifelian","","393.3","387.7","367","17.000000","50.000000","Eifelian","Eifelian","Eifelian","Eifelian"
